claim_id,doc_id,doc_title,doc_date,doc_url,category,matched_term,surface_form,sentence,context_before,context_after,category_correct,is_securitising,securitisation_type,referent_object,threat_actor,extraordinary_measure,confidence,coder_notes,human_category_correct,human_is_securitising,human_securitisation_type,human_confidence,human_notes
4961,746f87026ebd,"Ситуація в Зоні відчуження, святкування Великодня та боротьба з коронавірусом: звернення Президента України до громадян",2020-04-14,https://www.president.gov.ua/news/situaciya-v-zoni-vidchuzhennya-svyatkuvannya-velikodnya-ta-b-60637,decolonisation,воля,волі,"Але якщо хтось усе ще думає палити траву – знайте , що це може коштувати вам 153 тисячі гривень або навіть позбавлення волі .","Я вірю , що ми – розумна та доросла нація .",Щодо боротьби з коронавірусом в Україні .,no,no,none,none,none,none,high,Keyword match does not reflect category meaning in context.,,,,,
4964,746f87026ebd,"Ситуація в Зоні відчуження, святкування Великодня та боротьба з коронавірусом: звернення Президента України до громадян",2020-04-14,https://www.president.gov.ua/news/situaciya-v-zoni-vidchuzhennya-svyatkuvannya-velikodnya-ta-b-60637,church_actors,церква,церков,Ви зможете побачити трансляцію богослужінь з усіх церков на телевізійних каналах України .,Ми маємо домовленості з українськими медіагрупами .,"Кожен з нас розуміє , що цьогоріч доведеться змінювати традиції .",yes,no,none,none,none,none,high,Chornobyl fires + COVID + Lavra COVID outbreak. Pandemic context.,,,,,
1131,1cab7f32ecd4,"Ми маємо не допустити, щоб хтось у світі засумнівався у стійкості всієї України – Щорічне Послання Президента до Верховної Ради",2024-11-19,https://www.president.gov.ua/news/mi-mayemo-ne-dopustiti-shob-htos-u-sviti-zasumnivavsya-u-sti-94497,church_actors,церква,церкви,Наша політика щодо церкви та релігійних організацій .,"Україні потрібна спеціальна політика дитинства – конкретні заходи , які допомагають батьківству в Україні , підтримують сім’ї та сімейне виховання , дають дитині змогу рости в безпечному та сучасному соціальному середовищі .","За умови збереження світського характеру державних інституцій ми маємо й можемо розвивати партнерство між державою та церквою , між державою та релігійними спільнотами .",yes,yes,ontological,nation,Moscow_Patriarchate,none,medium,Announces church policy section of Annual Address. Opening frame for the church-state securitisation narrative.,,,,,
2918,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,decolonisation,воля,волі,"У війні за нашу пам’ять і традицію , традицію волі .",У війні за наші цінності .,У цій війні все залежить від тебе .,yes,no,none,none,none,none,high,,,,,,
5326,7cfa5f11e4ca,«Україна. Київська Русь. 1033»: звернення Президента Володимира Зеленського з нагоди Дня Хрещення Київської Русі – України,2021-07-28,https://www.president.gov.ua/news/ukrayina-kiyivska-rus-1033-zvernennya-prezidenta-volodimira-69757,church_actors,церква,церкви,Всі добудови П'ятницької церкви зруйнувала нацистська бомба в 1941 році .,Храм Спаса на Берестові був також зруйнований Батиєм у 1240 році .,Це – також частина нашої історії .,yes,no,none,none,none,none,high,,,,,,
4863,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,church_actors,упц,УПЦ,Державній службі з етнополітики та свободи совісті – забезпечити проведення релігієзнавчої експертизи Статуту про управління УПЦ на наявність церковно - канонічного зв’язку з Московським патріархатом і за необхідності – вжити передбачених законом заходів .,Друге .,Третє .,yes,yes,material,state,UOC-MP,other,high,State religious affairs service instructed to examine UOC statute for canonical links to Moscow Patriarchate.,,,,,
1095,1cab7f32ecd4,"Ми маємо не допустити, щоб хтось у світі засумнівався у стійкості всієї України – Щорічне Послання Президента до Верховної Ради",2024-11-19,https://www.president.gov.ua/news/mi-mayemo-ne-dopustiti-shob-htos-u-sviti-zasumnivavsya-u-sti-94497,material_security,оборона,оборони,"Я доручив командуванню Сил оборони й безпеки України опрацювати поширення функціоналу « Армії + » на всі Сили оборони і безпеки , зокрема Національну гвардію України .","Це приклад того , що цифровізація в усіх сферах нашого державного життя є дійсно дієвим інструментом не просто спрощення процесів і подолання бюрократії , але й об’єднання людей – побудови довіри між державою та нашим українським суспільством .",Передусім це стосується знов-таки переведень .,yes,no,none,none,none,none,high,,,,,,
2443,3f565fb749e7,"Україна має реалізувати свій історичний шанс на розвиток, здобутий сміливістю наших людей – звернення Президента Володимира Зеленського",2023-08-10,https://www.president.gov.ua/news/ukrayina-maye-realizuvati-svij-istorichnij-shans-na-rozvitok-84817,ontological_security,духовний незалежність,духовної незалежності,"Звичайно , як і завжди , говорили про посилення духовної незалежності України та про духовний мир в Україні .",Вдячний Вселенському Патріархату за готовність допомагати .,Наша країна – один з історичних центрів християнства .,yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Discussion with Ecumenical Patriarchate representative about strengthening Ukraine's spiritual independence.,,,,,
4418,68e5fe347a9e,"Дуже важливо, що у Києво-Печерській лаврі сьогодні прозвучала і ще звучатиме щира молитва за Україну – звернення Президента Володимира Зеленського",2023-01-07,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-u-kiyevo-pecherskij-lavri-sogodni-prozvuc-80277,ontological_security,духовний,духовної,"Ще раз вітаю з Різдвом Христовим усіх , хто святкує сьогодні , у цей день , який уже став історичним для України , для духовної незалежності нашого народу .","Бажаю здоровʼя , шановні українці !","Я був радий сьогодні бачити , скільки людей , скільки наших воїнів прийшли на службу Божу у храм Києво - Печерської лаври – у те святе місце , яке є одним із витоків української культурної традиції .",yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Christmas at Lavra framed as historic day for Ukraine's spiritual independence. OCU service at formerly UOC-MP-held site.,,,,,
4420,68e5fe347a9e,"Дуже важливо, що у Києво-Печерській лаврі сьогодні прозвучала і ще звучатиме щира молитва за Україну – звернення Президента Володимира Зеленського",2023-01-07,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-u-kiyevo-pecherskij-lavri-sogodni-prozvuc-80277,church_actors,лавра,лаври,"Я був радий сьогодні бачити , скільки людей , скільки наших воїнів прийшли на службу Божу у храм Києво - Печерської лаври – у те святе місце , яке є одним із витоків української культурної традиції .","Ще раз вітаю з Різдвом Христовим усіх , хто святкує сьогодні , у цей день , який уже став історичним для України , для духовної незалежності нашого народу .","Дуже важливо , що у лаврі сьогодні прозвучала і ще звучатиме щира молитва за Україну .",yes,yes,ontological,church_independence,Moscow_Patriarchate,property_transfer,high,President celebrates OCU service at Kyiv-Pechersk Lavra - site transferred from UOC-MP. Reclaiming spiritual space as identity assertion.,,,,,
6666,9e18ffdfcc12,"Щоб перемогти тиранію, потрібне більше єднання; демократичний світ здатен його досягти – звернення Володимира Зеленського",2023-03-29,https://www.president.gov.ua/news/shob-peremogti-tiraniyu-potribne-bilshe-yednannya-demokratic-81929,ontological_security,духовний незалежність,духовної незалежності,"Плюс сьогодні ще й зроблений крок на зміцнення духовної незалежності нашої держави , на захист нашого суспільства від старих і цинічних московських маніпуляцій релігією .","Україна не втратила ще жодного тижня за час повномасштабної війни – постійно додаємо сили нашій державі , міцності нашим силам оборони й безпеки , впевненості нашому руху до перемоги .",Україна – це територія найбільшої релігійної свободи у нашій частині Європи .,yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,"Step taken to strengthen spiritual independence, protect society from 'old and cynical Moscow manipulations of religion'. Legislative action implied.",,,,,
2440,3f565fb749e7,"Україна має реалізувати свій історичний шанс на розвиток, здобутий сміливістю наших людей – звернення Президента Володимира Зеленського",2023-08-10,https://www.president.gov.ua/news/ukrayina-maye-realizuvati-svij-istorichnij-shans-na-rozvitok-84817,decolonisation,незалежність,незалежність,"Але передусім я вдячний кожному й кожній , хто б’ється за нашу незалежність .","І я вдячний усім у світі , хто підтримує в цьому нашу державу , наших людей .",Сьогодні я хочу відзначити саме наших воїнів .,yes,no,none,none,none,none,high,,,,,,
4516,6b7e723f64e9,Звернення Президента Володимира Зеленського з нагоди Дня Конституції України,2022-06-28,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-ko-76093,material_security,ворог,ворогу,Саме тому українці не побоялися сказати ворогу « идите домой » .,Це свобода слова .,Бо мають свободу думки .,yes,no,none,none,none,none,high,,,,,,
8820,d137d9236df2,"Виступ Президента й першої леді України перед представниками урядових і ділових кіл США, пресою та українською громадою",2023-09-19,https://www.president.gov.ua/news/vistup-prezidenta-j-pershoyi-ledi-ukrayini-pered-predstavnik-85817,ontological_security,духовний,духовна,Тому це ще й духовна битва .,"Проти найгіршого , що може бути в людині , – свідомого прагнення вбити , знищити , загарбати , поневолити .","Щира подяка всім , хто бореться разом із нами в духовному вимірі й вимірі цінностей .",yes,yes,ontological,identity,Russia,none,medium,Frames the war as 'also a spiritual battle'. Ontological securitisation framing in address to US governmental and business audience.,,,,,
2747,450b39452fe6,"Потрібно, щоб кошти від активів агресора працювали на реальну допомогу захисту від агресора – звернення Президента",2024-08-21,https://www.president.gov.ua/news/potribno-shob-koshti-vid-aktiviv-agresora-pracyuvali-na-real-92733,ontological_security,духовний незалежність,духовної незалежності,Поінформував щодо ухваленого закону на посилення нашої духовної незалежності .,"Я подякував йому за підтримку України та українців , нашого захисту , нашої незалежності .","Дуже важливо , що ми маємо спільне розуміння того об’єднавчого потенціалу для українського православ’я , який дає цей ухвалений закон , і все для цього передбачено цілком достатньо , щоб справді позбутися залежності від Москви й додати єдності Україні .",yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,Informed Patriarch Bartholomew about adopted law strengthening spiritual independence.,,,,,
5640,830a678fce85,Привітання Президента України Володимира Зеленського з Великоднем,2022-04-24,https://www.president.gov.ua/news/privitannya-prezidenta-ukrayini-volodimira-zelenskogo-z-veli-74529,material_security,загроза,загрозу,"І торішню , і теперішню загрозу об’єднує одне – ніщо не зможе здолати Україну .",Через чуму під назвою війна .,"Велике свято сьогодні дає нам велику надію й непохитну віру в те , що світло переможе темряву , добро переможе зло , життя переможе смерть , а отже , неодмінно переможе Україна !",yes,no,none,none,none,none,high,,,,,,
2423,3eff2d7b969f,Промова Президента Володимира Зеленського з нагоди 30-ї річниці незалежності України,2021-08-24,https://www.president.gov.ua/news/promova-prezidenta-volodimira-zelenskogo-z-nagodi-30-yi-rich-70333,ontological_security,київський русь,Київської Русі,Ми – молода родина зі славетної династії Київської Русі – України .,Ми не в гостях і не в приймах .,З роду засновників .,yes,no,none,none,none,none,high,,,,,,
9888,efbad3182c3d,"Цінуємо кожне життя, пам’ятаємо історію і разом захищаємо свободу – звернення Президента України",2023-07-09,https://www.president.gov.ua/news/cinuyemo-kozhne-zhittya-pamyatayemo-istoriyu-i-razom-zahisha-84229,church_actors,конфесія,конфесій,Були представники всіх конфесій та релігійних спільнот …,Молебень .,У луцькому костелі .,yes,no,none,none,none,none,high,,,,,,
2745,450b39452fe6,"Потрібно, щоб кошти від активів агресора працювали на реальну допомогу захисту від агресора – звернення Президента",2024-08-21,https://www.president.gov.ua/news/potribno-shob-koshti-vid-aktiviv-agresora-pracyuvali-na-real-92733,ontological_security,духовний,духовної,Поінформував щодо ухваленого закону на посилення нашої духовної незалежності .,"Я подякував йому за підтримку України та українців , нашого захисту , нашої незалежності .","Дуже важливо , що ми маємо спільне розуміння того об’єднавчого потенціалу для українського православ’я , який дає цей ухвалений закон , і все для цього передбачено цілком достатньо , щоб справді позбутися залежності від Москви й додати єдності Україні .",yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,Informed Patriarch Bartholomew about adopted law strengthening spiritual independence.,,,,,
2941,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,church_actors,церква,церков,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .","Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .","Я дякую кожному військовому капелану , який служить саме так – з нашими українськими воїнами .",yes,yes,ontological,nation,Russia,none,medium,"Those working for spiritual independence of Ukraine should join military service, be closer to soldiers on the front. Links spiritual independence to military effort.",,,,,
4864,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,church_actors,релігійний,релігійними,"Забезпечити перевірку наявності правових підстав та дотримання умов користування релігійними організаціями майном , яке перебуває на території Національного Києво - Печерського історико - культурного заповідника .",Третє .,Четверте .,yes,yes,material,state,UOC-MP,property_transfer,high,Verification of legal grounds for religious orgs' use of property at Kyiv-Pechersk Lavra. Implies potential property transfer.,,,,,
2942,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,church_actors,релігійний,релігійних,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .","Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .","Я дякую кожному військовому капелану , який служить саме так – з нашими українськими воїнами .",yes,yes,ontological,nation,Russia,none,medium,"Those working for spiritual independence of Ukraine should join military service, be closer to soldiers on the front. Links spiritual independence to military effort.",,,,,
1467,28b3c4147d17,"Офіційно визнано: Україна – це майбутній рівний партнер для 27 країн ЄС – звернення Президента, Голови Верховної Ради та Прем’єр-міністра",2022-06-24,https://www.president.gov.ua/news/oficijno-viznano-ukrayina-ce-majbutnij-rivnij-partner-dlya-2-76029,church_actors,конфесія,конфесій,На нашій землі в мирі та злагоді жили й живуть сотні національних спільнот і представники всіх релігійних конфесій .,Століттями наш народ відданий принципам толерантності й поваги .,Сьогодні Україна воює за свою свободу .,yes,no,none,none,none,none,high,,,,,,
5887,889d490f1d4a,Привітання Президента України Володимира Зеленського з Різдвом Христовим,2023-12-24,https://www.president.gov.ua/news/privitannya-prezidenta-ukrayini-volodimira-zelenskogo-z-rizd-87981,ontological_security,духовний незалежність,духовної незалежності,"Шлях до здобуття всеосяжної незалежності , зокрема й духовної незалежності .","У непрості часи , коли захищаємо свою землю й свою душу , долаємо шлях до свободи .",Свободи нашої віри від ідеології рабства .,yes,yes,ontological,nation,Moscow_Patriarchate,none,high,"Path to achieving comprehensive independence, including spiritual independence. Christmas message frames spiritual independence as ongoing project.",,,,,
7208,a92886099546,"Дуже важливо, що попри весь тиск на наші сили лінія фронту не зазнала змін – звернення Президента України",2023-02-21,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-popri-ves-tisk-na-nashi-sili-liniya-front-81153,material_security,ворог,ворога,Тримаємо повну увагу до кожної деталі нашого плану оборони та амбіцій ворога .,Інші представники уряду .,Була й доповідь Прем’єр - міністра України Дениса Шмигаля щодо ситуації в енергетиці та процесу відновлення нашої енергосистеми після російських ударів .,yes,no,none,none,none,none,high,,,,,,
2435,3f565fb749e7,"Україна має реалізувати свій історичний шанс на розвиток, здобутий сміливістю наших людей – звернення Президента Володимира Зеленського",2023-08-10,https://www.president.gov.ua/news/ukrayina-maye-realizuvati-svij-istorichnij-shans-na-rozvitok-84817,church_actors,церква,церков,"Українці змогли побудувати особливий формат релігійних відносин у своєму домі : у нашій країні діє Рада церков і релігійних організацій , яка гарантує , що всі спільноти поважаються , усі спільноти можуть донести свою думку державі , усі спільноти можуть брати участь у вирішенні суспільно важливих питань .",Так і буде надалі .,"Держава ніколи не допустить , щоб будь-яку з українських релігійних спільнот могла використовувати держава - агресор .",yes,no,none,none,none,none,high,,,,,,
6408,966acfa2bfee,Змістовні переговори про мир і безпеку для України – єдиний шанс для Росії зменшити шкоду від власних помилок – звернення Президента Володимира Зеленського,2022-03-19,https://www.president.gov.ua/news/zmistovni-peregovori-pro-mir-i-bezpeku-dlya-ukrayini-yedinij-73661,material_security,ворог,ворога,"За мужність , за ефективні дії з відбиття атак ворога , за захист міста - героя Маріуполя .","Та майору Прокопенку Денису Геннадійовичу , командиру окремого загону спецпризначення « Азов » .",Слава усім нашим героям !,yes,no,none,none,none,none,high,,,,,,
4428,68e5fe347a9e,"Дуже важливо, що у Києво-Печерській лаврі сьогодні прозвучала і ще звучатиме щира молитва за Україну – звернення Президента Володимира Зеленського",2023-01-07,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-u-kiyevo-pecherskij-lavri-sogodni-prozvuc-80277,ontological_security,духовний незалежність,духовної незалежності,"Ще раз вітаю з Різдвом Христовим усіх , хто святкує сьогодні , у цей день , який уже став історичним для України , для духовної незалежності нашого народу .","Бажаю здоровʼя , шановні українці !","Я був радий сьогодні бачити , скільки людей , скільки наших воїнів прийшли на службу Божу у храм Києво - Печерської лаври – у те святе місце , яке є одним із витоків української культурної традиції .",yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Christmas at Lavra framed as historic day for Ukraine's spiritual independence. OCU service at formerly UOC-MP-held site.,,,,,
9889,efbad3182c3d,"Цінуємо кожне життя, пам’ятаємо історію і разом захищаємо свободу – звернення Президента України",2023-07-09,https://www.president.gov.ua/news/cinuyemo-kozhne-zhittya-pamyatayemo-istoriyu-i-razom-zahisha-84229,church_actors,релігійний,релігійних,Були представники всіх конфесій та релігійних спільнот …,Молебень .,У луцькому костелі .,yes,no,none,none,none,none,high,,,,,,
2560,412c228275a0,"Сьогодні день, коли світ починає наближати справедливий мир – виступ Президента України на першому пленарному засіданні Глобального саміту миру",2024-06-15,https://www.president.gov.ua/news/sogodni-den-koli-svit-pochinaye-nablizhati-spravedlivij-mir-91561,material_security,безпека,безпеки,"Перше – довести , що повернення безпеки справді можливе .",Що конкретно може дати цей Саміт ?,Кроки ми опрацюємо з вами .,yes,no,none,none,none,none,high,,,,,,
6272,92c1898797ce,Маємо максимально завдавати ураження всім російським позиціям і робимо це – звернення Президента,2024-08-16,https://www.president.gov.ua/news/mayemo-maksimalno-zavdavati-urazhennya-vsim-rosijskim-pozici-92637,ontological_security,духовний,духовну,І вдячний за підтримку нашого курсу на духовну незалежність України .,Говорив із членами Ради церков та релігійних організацій .,"Верховній Раді запропоновано законопроєкт , який може реально гарантувати , що не буде жодних маніпуляцій із Москви українською церквою .",yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Grateful for support of 'our course toward spiritual independence of Ukraine'. Council of Churches endorsement.,,,,,
4875,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,church_actors,московський патріархат,Московським патріархатом,Державній службі з етнополітики та свободи совісті – забезпечити проведення релігієзнавчої експертизи Статуту про управління УПЦ на наявність церковно - канонічного зв’язку з Московським патріархатом і за необхідності – вжити передбачених законом заходів .,Друге .,Третє .,yes,yes,material,state,UOC-MP,other,high,State religious affairs service instructed to examine UOC statute for canonical links to Moscow Patriarchate.,,,,,
1132,1cab7f32ecd4,"Ми маємо не допустити, щоб хтось у світі засумнівався у стійкості всієї України – Щорічне Послання Президента до Верховної Ради",2024-11-19,https://www.president.gov.ua/news/mi-mayemo-ne-dopustiti-shob-htos-u-sviti-zasumnivavsya-u-sti-94497,church_actors,релігійний,релігійних,Наша політика щодо церкви та релігійних організацій .,"Україні потрібна спеціальна політика дитинства – конкретні заходи , які допомагають батьківству в Україні , підтримують сім’ї та сімейне виховання , дають дитині змогу рости в безпечному та сучасному соціальному середовищі .","За умови збереження світського характеру державних інституцій ми маємо й можемо розвивати партнерство між державою та церквою , між державою та релігійними спільнотами .",yes,yes,ontological,nation,Moscow_Patriarchate,none,medium,Announces church policy section of Annual Address. Opening frame for the church-state securitisation narrative.,,,,,
1082,1cab7f32ecd4,"Ми маємо не допустити, щоб хтось у світі засумнівався у стійкості всієї України – Щорічне Послання Президента до Верховної Ради",2024-11-19,https://www.president.gov.ua/news/mi-mayemo-ne-dopustiti-shob-htos-u-sviti-zasumnivavsya-u-sti-94497,decolonisation,незалежність,незалежності,Ми досягли найбільшого рівня близькості із Європейським Союзом і НАТО за весь час незалежності .,"Мир потребує зусиль , і це мають бути зусилля саме на основі єдності .",Вже сформовано всю необхідну архітектуру для перемовного процесу із Європейським Союзом .,yes,no,none,none,none,none,high,,,,,,
1140,1cab7f32ecd4,"Ми маємо не допустити, щоб хтось у світі засумнівався у стійкості всієї України – Щорічне Послання Президента до Верховної Ради",2024-11-19,https://www.president.gov.ua/news/mi-mayemo-ne-dopustiti-shob-htos-u-sviti-zasumnivavsya-u-sti-94497,church_actors,церква,церкву,"Звичайно , не йдеться про московську церкву .","В межах саме цього діалогу можемо визначати , які моделі більшої співпраці здатні зміцнити нашу державу та всіх наших людей , нашу духовну незалежність , нашу соціальну роботу в Українській державі .","Час тих , хто освячує терор , закінчився .",yes,yes,both,state,UOC-MP,ban,high,"'Of course, this does not concern the Moscow church.' Explicit exclusion of Moscow-affiliated church from state-church partnership. Key securitising statement.",,,,,
4876,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,material_security,національний безпека,національної безпеки,"Всім органам , до компетенції яких належить питання у сфері забезпечення національної безпеки , активізувати заходи з виявлення та протидії підривній діяльності російських спецслужб у релігійному середовищі України .",Четверте .,І застосувати персональні санкції – прізвища будуть оприлюднені невдовзі .,yes,yes,material,state,Russia,sanctions,high,National security organs to counter subversive activity of Russian special services in Ukrainian religious environment. Followed by personal sanctions.,,,,,
4859,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,ontological_security,духовний,духовну,"Забезпечимо , зокрема , духовну незалежність .",Ми вже вибороли це й забезпечимо для нашої держави всю повноту незалежності .,Ми ніколи й нікому не дозволимо будувати імперію всередині української душі .,yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Declarative framing: Ukraine will guarantee spiritual independence. Implies Moscow Patriarchate connection threatens spiritual sovereignty.,,,,,
8847,d20b129022a4,"Стратегія захисту для кожної цивілізованої держави – тиснути на Росію, щоб відновити мир – звернення Президента України",2022-04-09,https://www.president.gov.ua/news/strategiya-zahistu-dlya-kozhnoyi-civilizovanoyi-derzhavi-tis-74225,material_security,безпека,безпеки,"Третя – конкретні гарантії безпеки для нашої держави , яка точно переможе в цьому протистоянні .",Друга – конкретна допомога нашим людям .,"Звісно , не від усіх я чую конкретні відповіді на свої конкретні запитання .",yes,no,none,none,none,none,high,,,,,,
281,059af37e0463,Повернення українського прапора в Крим означатиме відродження справжнього миру – виступ Президента на першому парламентському саміті Кримської платформи,2022-10-25,https://www.president.gov.ua/news/povernennya-ukrayinskogo-prapora-v-krim-oznachatime-vidrodzh-78697,decolonisation,окупант,окупантами,А ще – постійне свідоме знищення окупантами природи Криму .,А ще – постійна російська мілітаризація Криму .,А ще – тотальна відсутність гарантій права власності в Криму й грабунок Криму в інтересах загарбників .,yes,no,none,none,none,none,high,,,,,,
2975,4aaca8be34af,Обговорили з партнерами роботу щодо ППО – нових систем для України; готуємо посилення – звернення Президента,2024-08-20,https://www.president.gov.ua/news/obgovorili-z-partnerami-robotu-shodo-ppo-novih-sistem-dlya-u-92713,church_actors,церква,церков,"Це те , про що ми говорили з членами Ради церков і релігійних організацій .",Ухвалено закон щодо нашої духовної незалежності .,І днями я буду говорити також з представниками Вселенського патріарха Варфоломія .,yes,no,none,none,none,none,high,,,,,,
3201,4ed7fa57bad1,Розв'язана Росією війна проти України впливає на глобальну ситуацію – звернення Президента України до співтовариства Foreign Policy Community of Indonesia (FPC),2022-05-27,https://www.president.gov.ua/news/rozvyazana-rosiyeyu-vijna-proti-ukrayini-vplivaye-na-globaln-75401,material_security,безпека,безпеку,"І як після цього надійно гарантувати довгострокову безпеку тим регіонам , які обирають для себе без'ядерний статус ?",Хто ж після цього може повірити в ідею ядерного роззброєння ?,"Ще півроку пів року тому навіть уявити було неможливо , що такі питання постануть .",yes,no,none,none,none,none,high,,,,,,
8003,bbe72d41a03f,"Зараз час, коли всі історичні складнощі для України можемо перемогти, якщо будемо берегти нашу єдність – звернення Президента України",2023-03-12,https://www.president.gov.ua/news/zaraz-chas-koli-vsi-istorichni-skladnoshi-dlya-ukrayini-mozh-81581,church_actors,лавра,лаври,"Ми не допустимо , щоб у держави - терориста залишилась хоча б якась можливість маніпулювати духовністю нашого народу , руйнувати українські святині – наші лаври – або красти з них будь-які цінності .",І ми продовжимо цей наш рух .,І ще одне .,yes,yes,both,church_independence,Russia,property_transfer,high,"Will not allow terrorist state to manipulate people's spirituality, destroy Ukrainian shrines - our lavras - or steal valuables. Combines ontological (spiritual manipulation) and material (property) securitisation.",,,,,
1552,2b4bb62ba53a,Українці вистояли й надихнули весь світ своєю рішучістю – звернення Президента Володимира Зеленського,2022-03-09,https://www.president.gov.ua/news/ukrayinci-vistoyali-j-nadihnuli-ves-svit-svoyeyu-rishuchisty-73457,material_security,оборона,оборони,"Вже 14-й день нашої оборони , нашого захисту .",Хоробрі українці нескореної країни !,14-й день нашого єднання .,yes,no,none,none,none,none,high,,,,,,
4862,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,church_actors,релігійний,релігійних,РНБО доручила уряду внести на розгляд Верховної Ради законопроект щодо унеможливлення діяльності в Україні афілійованих із центрами впливу в Російській Федерації релігійних організацій .,"Отже , перше .",Друге .,yes,yes,both,state,UOC-MP,ban,high,NSDC instructs government to submit bill prohibiting activity of religious orgs affiliated with Russian centres of influence. Classic extraordinary measure.,,,,,
2807,4622f81c7ed4,Нам в Україні потрібно говорити в один голос зі світом щодо постачання для оборони та посилювати тиск на Росію – звернення Президента Володимира Зеленського,2023-02-02,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753,decolonisation,окупант,окупанта,Ми не залишимо без нашої відповіді жодну агресивну дію окупанта .,Для особливо вагомої розмови .,"Ворог у специфічній стадії , коли стратегічно програш Росії вже зрозумілий .",yes,no,none,none,none,none,high,,,,,,
2973,4aaca8be34af,Обговорили з партнерами роботу щодо ППО – нових систем для України; готуємо посилення – звернення Президента,2024-08-20,https://www.president.gov.ua/news/obgovorili-z-partnerami-robotu-shodo-ppo-novih-sistem-dlya-u-92713,ontological_security,духовний,духовної,Ухвалено закон щодо нашої духовної незалежності .,Хочу сьогодні відзначити роботу Верховної Ради України .,"Це те , про що ми говорили з членами Ради церков і релігійних організацій .",yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,Law on spiritual independence adopted. The culmination of the legislative securitisation process - Law 3894-IX banning Russia-affiliated religious orgs.,,,,,
4421,68e5fe347a9e,"Дуже важливо, що у Києво-Печерській лаврі сьогодні прозвучала і ще звучатиме щира молитва за Україну – звернення Президента Володимира Зеленського",2023-01-07,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-u-kiyevo-pecherskij-lavri-sogodni-prozvuc-80277,decolonisation,незалежність,незалежність,Українська незалежність має бути міцною в усіх її елементах .,І що ніхто більше не буде робити українське чужим у лаврі .,І буде такою .,yes,no,none,none,none,none,high,,,,,,
