"doc_id","passage","is_securitising","securitisation_type","referent_object","threat_actor","extraordinary_measure","confidence","coder_notes","batch_file","doc_date","doc_title","doc_source","doc_content_type","doc_url","juncture","year"
"14637cf1a1ff","Українці повинні уникати провокаційних сутичок із захоплення храмів УПЦ МП, тому що саме цього очікує Росія... якщо у нас проллється крапля крові, так це те, чого хоче Путін... якщо хтось підійде до храму, я перший встану на захист цього храму.",TRUE,"material","nation","Russia","none",3,"Poroshenko states plainly that Russia/Putin actively wants violent clashes over UOC-MP church seizures as a provocation, and that any bloodshed would serve Moscow's goals -- an explicit threat-identification claim about Russian intent. Notably, his own response is protective rather than extraordinary/coercive: he personally pledges to be 'the first to stand in defence' of any UOC-MP church targeted for forcible seizure, explicitly working to prevent violence rather than calling for action against UOC-MP. Coded as securitising given the clear threat-actor/intent claim about Russia, despite the protective rather than coercive response.","coded_batch_27.json","2018-12-04","Порошенко про захоплення храмів УПЦ (МП): я першим стану на захист","risu.ua","poroshenko_speech","https://risu.ua/poroshenko-pro-zahoplennya-hramiv-upc-mp-ya-pershim-stanu-na-zahist_n94896","J1_autocephaly_2018-19","2018"
"ad2366e8a77e","Тут щойно переді мною виступав «сєпар», замість того, щоб сидіти в Лук'янівському СІЗО і відповідати за злочини проти української держави... а ви знаєте, що заважає створенню української помісної церкви, крім протидії Москви, агентура якої є в тому числі в залі, в тому числі переді мною депутат Скорик виступав?",TRUE,"material","state","internal","other",3,"Plenary session transcript (Засідання 39, 5 Dec 2018). Radical Party MP Andriy Lozovyi directly accuses a sitting fellow MP (Skoryk, Opposition Bloc) from the floor of being 'Moscow's agentura [agent]' obstructing the creation of the Ukrainian local church, having moments earlier called the same colleague a 'separatist' ('сєпар') who should be in pre-trial detention 'for crimes against the Ukrainian state' rather than sitting in parliament. This is among the most direct instances in the corpus of one sitting parliamentarian publicly accusing another, by name, of being a foreign agent -- explicitly naming an individual as Moscow's agentura rather than referring to opponents or UOC-MP in the abstract.","coded_batch_27.json","2018-12-05","Засідання 39","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6974.html","J1_autocephaly_2018-19","2018"
"a780c4d74dd5","В Росії негайно була скликана рада безпеки РФ з одним питанням – загроза Російській Православній Церкві в Україні... той шалений тиск і погрози, які сьогодні йому [Варфоломію] надходять з Москви.",TRUE,"material","state","Russia","none",2,"Poroshenko speech in Lviv days before the Unification Council. Repeats that Russia's own Security Council was convened specifically over 'the threat to the Russian Orthodox Church in Ukraine', and that Bartholomew faces 'frenzied pressure and threats' from Moscow -- consistent with, but not substantially adding to, previously documented claims about Russian state-security involvement and pressure campaigns.","coded_batch_28.json","2018-12-08","Держава і Вселенський Патріарх зробили свою справу, зараз вся відповідальність на учасниках об’єднавчого Собору, — Порошенко","risu.ua","poroshenko_speech","https://risu.ua/derzhava-i-vselenskiy-patriarh-zrobili-svoyu-spravu-zaraz-vsya-vidpovidalnist-na-uchasnikah-ob-yednavchogo-soboru-poroshenko_n94975","J1_autocephaly_2018-19","2018"
"5c186861b46a","Питання автокефалії – питання нашої української національної безпеки. Це – питання нашої української державності... Ми обрізаємо пута, які прив'язують нас до імперії.",TRUE,"both","state","Russia","none",2,"Poroshenko's full speech delivered in person at the Unification Council in St. Sophia's Cathedral (15 Dec 2018). Repeats and reaffirms the established national-security/statehood framing directly at the historic founding event of the PCU; consistent with, rather than escalating beyond, previously documented rhetoric.","coded_batch_28.json","2018-12-15","Петро Порошенко звернувся до учасників Cобору: «Від вас залежить майбутнє України»","risu.ua","poroshenko_speech","https://risu.ua/petro-poroshenko-zvernuvsya-do-uchasnikiv-coboru-vid-vas-zalezhit-maybutnye-ukrajini_n95145","J1_autocephaly_2018-19","2018"
"64300b4e33bd","Священник Московського патріархату благословляє російського полковника Ігоря Гіркіна (Стрєлкова)... Митрополит УПЦ (Московського патріархату) Платон благословляє російську зенітну ракетну систему... С-400 «Тріумф», розгорнуту в Феодосії.",TRUE,"material","state","UOC-MP","none",3,"Corrected date: 25 June 2020 (discussing a later Zelensky-era criminal investigation into Poroshenko over 'incitement of religious hostility' through creating the PCU; batch header date of 2018-12-15 was incorrect). Author Dmytro Horovyi (a recurring analyst in this corpus) cites specific, photographically documented instances -- a Moscow Patriarchate priest blessing DNR commander Igor 'Strelkov' Girkin in occupied Donetsk (July 2014), and a UOC-MP Metropolitan in occupied Crimea blessing a deployed Russian S-400 anti-aircraft missile system (January 2017) -- as concrete material evidence of clergy involvement with Russian-aligned military assets and personnel, contrasted with the absence of legal action against these instances compared to the case against Poroshenko. Higher confidence than typical analytical pieces given the specificity and photographic documentation cited.","coded_batch_28.json","2018-12-15","Томос і справа проти Порошенка за «створення ПЦУ». Якими будуть наслідки?","risu.ua","poroshenko_speech","https://risu.ua/tomos-i-sprava-proti-poroshenka-za-stvorennya-pcu-yakimi-budut-naslidki_n109448","J1_autocephaly_2018-19","2018"
"8d6a6e0a7572","Ті єпископи УПЦ (МП), які «попри тиск та погрози, прокльони Москви і п'ятої колони прийняли мужнє рішення і прийшли на Собор... Вони між Україною та Росією вибрали Україну».",TRUE,"material","state","internal","none",2,"Poroshenko's remarks after the Council's conclusion, praising the small number of UOC-MP bishops who attended 'despite pressure, threats, curses from Moscow and the fifth column' -- repeating the established 'fifth column' framing and pressure/threat narrative in the context of the Council's successful conclusion.","coded_batch_28.json","2018-12-15","«Українську  Помісну Автокефальну Церкву створено»,  - Петро Порошенко","risu.ua","poroshenko_speech","https://risu.ua/ukrajinsku-pomisnu-avtokefalnu-cerkvu-stvoreno-petro-poroshenko_n95147","J1_autocephaly_2018-19","2018"
"df7095e653db","Наша фракція у парламенті вимагає ухвалити закон про заборону церкви країни-агресора. Ми створили свою Церкву, і не потребуємо московської бутафорії, яка не має нічого спільного ані з церквою, ані з Богом.",TRUE,"both","state","UOC-MP","ban",3,"Corrected date: 16 December 2023 (fifth-anniversary retrospective post by Poroshenko, by then former president and opposition leader; batch header date of 2018-12-15 was incorrect). This is nonetheless a highly significant and explicit securitising statement: he directly calls on parliament to 'finally pass the law banning the church of the aggressor state', labelling UOC-MP 'Moscow's fakery/prop [бутафорія]' with 'nothing in common with either the church or God'. This is the single clearest, most explicit call for banning UOC-MP found anywhere in this corpus (as distinct from the earlier, narrower mandated-renaming measure), though it reflects the later political context of 2023 rather than the December 2018 period.","coded_batch_28.json","2018-12-15","Рада повинна заборонити УПЦ МП - бутафорію РФ, яка не має нічого спільного з Церквою, - Порошенко","risu.ua","poroshenko_speech","https://risu.ua/rada-povinna-zaboroniti-upc-mp---butaforiyu-rf-yaka-ne-maye-nichogo-spilnogo-z-cerkvoyu---poroshenko_n144775","J1_autocephaly_2018-19","2018"
"35e045706af0","З перших днів президентства боротьбу за автокефалію я розглядав не як церковне питання, а як питання національної безпеки... А коли вовки приходять в овечих шкурах, дуже легко стати здобиччю. Хіба Кремль колись приховував, що розглядає російську церкву як дуже гіпнотичний дурман для утримання сусідніх народів у сфері свого впливу?",TRUE,"both","state","Russia","none",3,"Poroshenko's 16 December press conference. He directly confirms that from 'the first days of the presidency' he treated the autocephaly struggle as a 'national security' matter rather than a religious one -- corroborating advisor Pavlenko's earlier claim (batch 25). He uses vivid infiltration imagery ('wolves in sheep's clothing') and explicitly likens the Russian church to 'a very hypnotic drug for keeping neighbouring peoples within its sphere of influence' -- a striking narcotic/mind-control metaphor for the church's function as a Russian instrument.","coded_batch_28.json","2018-12-16","«Аж зірки на кремлівських шпилях почорніли», - Порошенко про істеричну реакцію Кремля і РПЦ на Томос","risu.ua","poroshenko_speech","https://risu.ua/azh-zirki-na-kremlivskih-shpilyah-pochornili-poroshenko-pro-isterichnu-reakciyu-kremlya-i-rpc-na-tomos_n95181","J1_autocephaly_2018-19","2018"
"35e045706af0","Із понад 10 єрархів, які підписали звернення до Вселенського Патріарха або твердо пообіцяли прийти на Собор, прийшли тільки двоє. Це результат тиску, і точно не нашої держави.",TRUE,"material","other","internal","none",2,"Poroshenko notes that of over 10 UOC-MP hierarchs who had signed the appeal or promised to attend, only two actually came to the Council, attributing this to 'pressure -- and certainly not from our state', implicitly pointing to internal coercion within UOC-MP/from Moscow to prevent attendance.","coded_batch_28.json","2018-12-16","«Аж зірки на кремлівських шпилях почорніли», - Порошенко про істеричну реакцію Кремля і РПЦ на Томос","risu.ua","poroshenko_speech","https://risu.ua/azh-zirki-na-kremlivskih-shpilyah-pochornili-poroshenko-pro-isterichnu-reakciyu-kremlya-i-rpc-na-tomos_n95181","J1_autocephaly_2018-19","2018"
"b6b2c6c8f0a3","Ми всі знаємо, який неймовірний тиск чинився і чиниться на Всесвятійшого Патріарха від Москви і від усіх союзників, яких задіює Кремль у тиску на Варфоломія.",TRUE,"material","other","Russia","none",1,"Coordination Council transcript (17 Dec 2018). Speaker Parubiy celebrates the Unification Council's success and repeats the established claim of 'incredible pressure' on Patriarch Bartholomew 'from Moscow and all the allies the Kremlin deploys' -- consistent with, but not adding to, previously documented pressure/threat claims. Low confidence given its brief, celebratory, non-specific nature.","coded_batch_29.json","2018-12-17","Погоджувальна рада","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6981.html","J1_autocephaly_2018-19","2018"
"1981c3be1235","Народні депутати винесли кілька постанов... мають ствердити історичну справедливість, тобто Російську Православну Церкву в Україні назвати своїм іменем – не Українська Православна Церква (в кавичках) (МП) Московського Патріархату, а так, як вона є насправді – Російська Православна Церква... російський патріархат, або «паханат»...",TRUE,"ontological","identity","UOC-MP","other",3,"Plenary session transcript (Засідання 43, 18 Dec 2018). An MP discusses upcoming parliamentary resolutions to legally rename UOC-MP as 'the Russian Orthodox Church in Ukraine' to 'restore historical justice', and uses the derogatory slang term 'паханат' (a play on 'patriarchate' invoking 'пахан', a criminal-underworld boss) to describe the Moscow Patriarchate. Directly documents the mandated-renaming measure (tracked since batch 14/17/25) being actively legislated, with additional pejorative framing.","coded_batch_29.json","2018-12-18","Засідання 43","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6983.html","J1_autocephaly_2018-19","2018"
"05657e108c79","Закон 5309, про внесення змін до Закону України «Про свободу совісті та релігійні організації» щодо назви релігійних організацій, які входять до структури релігійної організації, керівний центр (управління) якої знаходиться за межами України в державі, яка законом визнана такою, що здійснила військову агресію проти України.",TRUE,"ontological","identity","UOC-MP","other",3,"Plenary session transcript (Засідання 46, 20 Dec 2018). Speaker Andriy Parubiy directly names and reads out the exact text of bill 5309 -- the mandated-renaming law requiring religious organisations whose governing centre is in a state legally recognised as having committed aggression against Ukraine to disclose this in their name -- explicitly on the floor at the personal request of Patriarch Filaret, urging MPs to support it. This confirms and names the specific legislative measure tracked since batch 14 (the naming law) and formally links it to Filaret's advocacy.","coded_batch_29.json","2018-12-20","Засідання 46","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6991.html","J1_autocephaly_2018-19","2018"
"486bf834d102","5309 Проект Закону про внесення змін до Закону України «Про свободу совісті та релігійні організації» щодо назви релігійних організацій (об'єднань)... Закон прийнято.",TRUE,"ontological","identity","UOC-MP","other",3,"Official Rada operational record (Оперативна інформація, 20 Dec 2018) confirming that bill 5309 -- the mandated-renaming law tracked since batch 14 -- was formally ADOPTED ('Закон прийнято') on this date, sponsored by MP Viktor Brychenko (submitted 28 Oct 2016). This is the definitive confirmation that the extraordinary administrative/legislative measure requiring UOC-MP to disclose its subordination to a state legally recognised as an aggressor in its official name was enacted into Ukrainian law.","coded_batch_29.json","2018-12-20","Оперативна інформація","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6992.html","J1_autocephaly_2018-19","2018"
"b72086d4bdca","Хочу вам повідомити, що я підписав проект Закону 5309 і невідкладно відправив його Президентові на підпис, чим закріпив історичне рішення українського парламенту.",TRUE,"ontological","identity","UOC-MP","other",2,"Plenary session transcript (Засідання 47, 20 Dec 2018). Speaker Parubiy announces he personally signed bill 5309 (the mandated-renaming law, confirmed adopted in batch 29) and urgently forwarded it to the President for signature. Additional corroboration of the measure's finalisation, though largely procedural confirmation rather than new rhetorical content.","coded_batch_30.json","2018-12-20","Засідання 47","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/6994.html","J1_autocephaly_2018-19","2018"
"c645e5fbadad","Росія мертвою хваткою вчепилася у свою церковну мережу в Україні, розглядаючи її як розгалужений канал впливу. Російська православна церква — частина політичної системи РФ. Сам Путін порівняв РПЦ з ядерною зброєю. Було б злочином дивитися на все це крізь пальці.",TRUE,"material","state","Russia","none",3,"Poroshenko's New Year column for NV/The Economist special project (the full version of the excerpt also published separately as doc acd101f3525f). States Russia has a 'dead grip' on its church network in Ukraine as 'an extensive channel of influence', calls ROC 'part of the RF's political system', and -- most strikingly -- claims 'Putin himself compared ROC to nuclear weapons'. This is among the most extreme instrument-of-state-power claims in the corpus, directly equating a religious institution's strategic value with weapons of mass destruction. The same column separately warns of 'attempts by pro-Russian candidates to consolidate into a single fifth column' ahead of the 2019 elections.","coded_batch_30.json","2019-01-01","Тримати штурвал","risu.ua","poroshenko_speech","https://risu.ua/trimati-shturval_n95517","J1_autocephaly_2018-19","2019"
"acd101f3525f","Росія «мертвою хваткою» вчепилася у свою церковну мережу в Україні, розглядаючи її як розгалужений канал впливу... Сам Путін порівняв РПЦ з ядерною зброєю.",TRUE,"material","state","Russia","none",3,"Shorter excerpted republication of the same column fully coded in doc c645e5fbadad (the 'Putin compared ROC to nuclear weapons' claim). Coded identically given it is the same underlying statement.","coded_batch_30.json","2019-01-02","Росія мертво вчепилася в УПЦ МП, - Петро Порошенко","risu.ua","poroshenko_speech","https://risu.ua/rosiya-mertvo-vchepilasya-v-upc-mp-petro-poroshenko_n95505","J1_autocephaly_2018-19","2019"
"ea59be2ae578","Це день остаточного здобуття української незалежності від Росії. І Україна вже не буде пити, кажучи словами Тараса Шевченка, з московської чаші московську отруту.",TRUE,"ontological","nation","Russia","none",3,"Detailed BBC feature on the Unification Council (the article's shown publication date is 19 December 2018, close to but not matching the batch header of 6 Jan 2019). Poroshenko's own quote uses a striking 'poison' metaphor -- Ukraine will no longer 'drink Moscow's poison from the Moscow chalice', quoting Shevchenko -- an existential, near-toxicological framing of Russian religious/cultural influence.","coded_batch_30.json","2019-01-06","Об'єднавчий собор Української церкви: як все відбувалося","risu.ua","poroshenko_speech","https://risu.ua/ob-yednavchiy-sobor-ukrajinskoji-cerkvi-yak-vse-vidbuvalosya_n95245","J1_autocephaly_2018-19","2019"
"ea59be2ae578","Він [Філарет] вважає церкву Московського патріархату структурним підрозділом російських політичних і церковних кіл, інструментом проросійського впливу на державу, владу і суспільство в Україні.",TRUE,"material","state","UOC-MP","none",2,"The same BBC feature reports that Patriarch Filaret (Epifaniy's mentor) considers UOC-MP 'a structural subdivision of Russian political and church circles, an instrument of pro-Russian influence on the state, government and society in Ukraine' -- direct instrument-of-a-foreign-power framing attributed to Filaret. The article also documents that only 2 of ~80 UOC-MP bishops attended the Council (Drabinko and Symeon), both immediately excommunicated by UOC-MP for it, and that Patriarch Kirill wrote to world leaders (the Pope, UN Secretary-General) protesting the Council -- evidence of ROC's own diplomatic countermobilisation.","coded_batch_30.json","2019-01-06","Об'єднавчий собор Української церкви: як все відбувалося","risu.ua","poroshenko_speech","https://risu.ua/ob-yednavchiy-sobor-ukrajinskoji-cerkvi-yak-vse-vidbuvalosya_n95245","J1_autocephaly_2018-19","2019"
"073819dec981","333 роки українська Церква була під московським ярмом... Не слухайте ваших інструкцій з Москви, вони точно до добра не доведуть... Якщо вам дійсно щось не так, коли ви ходите до церкви, де службу Божу починають з молитви за Кирила і вам важко, то не ходіть туди... коли з-за кордону церква отримує інструкції і створює п'яту колону.",TRUE,"both","identity","Russia","other",3,"Poroshenko speaking in Lutsk explicitly and directly urges UOC-MP parishioners to leave churches that pray for Patriarch Kirill or the Russian military, telling them 'don't listen to your instructions from Moscow' and framing a church that 'receives instructions from abroad' as one that 'creates a fifth column'. This is the most direct behavioural call in the corpus for individual believers to abandon UOC-MP specifically, going beyond earlier rhetoric that focused on institutional/political framing rather than direct audience instruction. Uses '333-year Moscow yoke' as existential historical framing.","coded_batch_30.json","2019-01-15","Не ходіть до Церкви, де моляться за Кирила, - Порошенко у Луцьку","risu.ua","poroshenko_speech","https://risu.ua/ne-hodit-do-cerkvi-de-molyatsya-za-kirila-poroshenko-u-lucku_n95784","J1_autocephaly_2018-19","2019"
"e78b2b5b956c","Через різні елементи гібридної війни, включаючи Церкву, намагається підірвати стабільність України зсередини... Кирило, який молиться за Путіна, за російське військо і за російську владу, бере участь в засіданні колегії Міністерства оборони і Ради безпеки РФ.",TRUE,"both","state","Russia","none",3,"Poroshenko explicitly frames the church as 'one of the elements of hybrid war' Russia uses 'to undermine Ukraine's stability from within', and makes the specific institutional claim that Patriarch Kirill 'participates in meetings of the collegium of the Ministry of Defence and the Security Council of the Russian Federation' -- a concrete claim of direct fusion between ROC leadership and Russia's military/security apparatus. Notably, he simultaneously commits to protecting the free choice of those remaining with UOC-MP and explicitly rules out state pressure on the transition process ('without any pressure from the state').","coded_batch_31.json","2019-01-16","Захищатиму свободу релігійного вибору тих, хто прийме рішення перейти до ПЦУ – Президент","risu.ua","poroshenko_speech","https://risu.ua/zahishchatimu-svobodu-religiynogo-viboru-tih-hto-priyme-rishennya-pereyti-do-pcu-prezident_n95805","J1_autocephaly_2018-19","2019"
"fbdee9f7fc42","Маємо позбавити ворога такого інструменту – інструменту послаблення нашої державності, інструменту як залежність Церкви від Москви, від впливу країни-агресора.",TRUE,"both","state","Russia","other",3,"Poroshenko's Unity Day (Sobornosti) speech explicitly frames church dependency on Moscow as 'an instrument [used by] the enemy' to weaken Ukrainian statehood, and calls for 'depriving the enemy of this instrument' -- a direct call for the extraordinary measure of severing this dependency entirely, framed in adversarial military-instrumental terms.","coded_batch_31.json","2019-01-22","Фундамент нашого дому - єдина незалежна соборна Україна з нерозділеною Церквою, - Петро Порошенко у День Соборності","risu.ua","poroshenko_speech","https://risu.ua/fundament-nashogo-domu-yedina-nezalezhna-soborna-ukrajina-z-nerozdilenoyu-cerkvoyu-petro-poroshenko-u-den-sobornosti_n95929","J1_autocephaly_2018-19","2019"
"7e28e66dd875","После принятия Верховной Радой упрощенной процедуры по переходу церковных общин в новую «церковь» грядет большое кровопролитие и передел церковной собственности... у заокеанских кукловодов стоит задача отобрать все имущество у настоящей канонической УПЦ.",TRUE,"material","other","other","seizure",2,"Extensive risu.ua catalog of Russian state-media propaganda narratives responding to the Tomos. Russian television claims that Ukraine's simplified parish-transfer procedure will lead to 'great bloodshed and redistribution of church property', alleging 'overseas puppet-masters' (implying the US) aim 'to take away all the property of the true canonical UOC'. This is a reverse-direction securitising move: Russian state media identifies a threat (Ukrainian legislation/US involvement), frames it as leading to violence, and implicitly the extraordinary response is defending UOC-MP property against anticipated seizure. Coded with referent_object 'other' (UOC-MP as claimed victim) and threat_actor 'other' (Ukrainian state/US, from this reverse perspective).","coded_batch_31.json","2019-01-25","Что Иисус Христос сделал бы с Порошенко. Реакция российской пропаганды на томос","risu.ua","poroshenko_speech","https://risu.ua/chto-iisus-hristos-sdelal-by-s-poroshenko-reakciya-rossiyskoy-propagandy-na-tomos_n96076","J1_autocephaly_2018-19","2019"
"7e28e66dd875","Фактически Украина в шаге от кровавого гражданского противостояния на религиозной почве... заинтересованность представителя Госдепартамента США по свободе вероисповедания Сэма Браунбэка в вопросах религиозных дел на Украине... связи константинопольского патриарха с властями США.",TRUE,"material","other","other","none",2,"Commentator Ivan Meziukho, quoted in the same Russian-media catalog, claims 'Ukraine is one step from bloody civil confrontation on religious grounds' and alleges US State Department involvement (citing religious-freedom envoy Sam Brownback) and financial ties between the Ecumenical Patriarch and US authorities as evidence of an American-orchestrated plot -- another reverse-direction securitising claim from the Russian media ecosystem, this time explicitly invoking civil-war-level existential framing.","coded_batch_31.json","2019-01-25","Что Иисус Христос сделал бы с Порошенко. Реакция российской пропаганды на томос","risu.ua","poroshenko_speech","https://risu.ua/chto-iisus-hristos-sdelal-by-s-poroshenko-reakciya-rossiyskoy-propagandy-na-tomos_n96076","J1_autocephaly_2018-19","2019"
"1d1538b9c284","Хоча так чекала Москва, що у нас почне литися кров, будуть штурми храмів, захоплення монастирів. Не дочекались. Бо наша Церква іде з вірою і любов'ю.",TRUE,"material","nation","Russia","none",2,"Poroshenko states at a Tomos-tour stop that 'Moscow was waiting for blood to be spilled, for church stormings and monastery seizures to begin' but that this did not happen -- reaffirming the claim (first made in batch 27) that Russia wanted/expected violent provocations, framed here triumphantly as proof of Ukraine's restraint. Explicitly non-coercive/non-violent process emphasised throughout.","coded_batch_32.json","2019-02-18","До Маняви на Прикарпатті привезли Томос про автокефалію ПЦУ","risu.ua","poroshenko_speech","https://risu.ua/do-manyavi-na-prikarpatti-privezli-tomos-pro-avtokefaliyu-pcu_n96518","J1_autocephaly_2018-19","2019"
"4dd8c1a9628a","Сербський Патріарх за свою антиукраїнську позицію отримав хабара у 250 000 доларів США, а в Антіохійського Патріарха і вибору не було ‒ він знаходиться у Сирії, яка вщент набита російськими військовими.",TRUE,"material","other","Russia","none",2,"One-year retrospective column by Dmytro Horovyi (a recurring analyst in this corpus). Makes a specific, serious allegation that Serbian Patriarch Irinej (whose extreme anti-Tomos rhetoric was documented in batch 15) received a $250,000 bribe for his anti-Ukrainian position, and that the Patriarch of Antioch had no real choice given Syria being 'stuffed full of Russian troops'. Concrete corruption/coercion allegations against foreign church leaders tied to Russian influence.","coded_batch_38.json","2019-04-19","Колонка Дмитра Горєвого","risu.ua","poroshenko_speech","https://risu.ua/tomosniy-marafon-dovzhinoyu-u-rik_n97606","J1_autocephaly_2018-19","2019"
"4dd8c1a9628a","Російські хакери, яких пов'язують з Кремлем, намагалися зламати електронні скриньки митрополитів, особисто Патріарха Варфоломія звинувачували у різних гріхах.",TRUE,"material","other","Russia","none",2,"The same column alleges Kremlin-linked Russian hackers attempted to breach the email accounts of Ecumenical Patriarchate metropolitans during 2018 -- a concrete cyberattack allegation, part of a broader claimed pressure campaign against Constantinople.","coded_batch_38.json","2019-04-19","Колонка Дмитра Горєвого","risu.ua","poroshenko_speech","https://risu.ua/tomosniy-marafon-dovzhinoyu-u-rik_n97606","J1_autocephaly_2018-19","2019"
"4dd8c1a9628a","«Нас ніколи не полишало усвідомлення, що ми – [одна] країна та [один] народ. Неможливо відокремити Київ від нашої країни», ‒ сказав він [Кирило] Варфоломію під час зустрічі у Стамбулі 31 серпня.",TRUE,"ontological","identity","Russia","none",3,"The column quotes Patriarch Kirill telling Bartholomew directly that Russia and Ukraine are 'one country and one people' and that 'Kyiv cannot be separated from our country' -- itself a securitising/imperial claim by Kirill denying Ukrainian national distinctiveness and territorial integrity, presented by the author as evidence of ROC's 'true face' toward Ukraine.","coded_batch_38.json","2019-04-19","Колонка Дмитра Горєвого","risu.ua","poroshenko_speech","https://risu.ua/tomosniy-marafon-dovzhinoyu-u-rik_n97606","J1_autocephaly_2018-19","2019"
"59f483fc5447","Вчора народ України висловив позицію проти... гонінь на канонічну Українську Православну Церкву.",TRUE,"material","other","other","none",2,"Coordination Council transcript (22 Apr 2019), the morning after Poroshenko's runoff defeat. A critical MP frames the election result as a popular rejection of, among other things, 'persecution of the canonical Ukrainian Orthodox Church' -- a reverse-direction securitising framing casting the outgoing government's church policy itself as the harm being punished at the ballot box. Referent object coded 'other' (UOC-MP as the entity claimed persecuted); threat actor 'other' (the outgoing Ukrainian state).","coded_batch_38.json","2019-04-22","Погоджувальна рада","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/7082.html","J1_autocephaly_2018-19","2019"
"59f483fc5447","Вперше за 333 роки українці підуть освячувати кошик у власну незалежну автокефальну Православну Церкву України... ми будемо відстоювати кожне з перелічених надбань і від ворога, і від некомпетентності, і від усіх бажаючих реваншу в Україні.",TRUE,"both","state","Russia","none",2,"In the same session, BPP faction leader Artur Herasymov repeats the '333-year' framing and explicitly vows to 'defend every one of these achievements from the enemy... and from all who want revanche in Ukraine' -- defensive securitising language anticipating a possible reversal of the church-independence achievement under the incoming administration.","coded_batch_38.json","2019-04-22","Погоджувальна рада","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/7082.html","J1_autocephaly_2018-19","2019"
"63ecba79bcbc","Наша команда захищатиме Православну Церкву України від реваншу Московського Патріархату.",TRUE,"both","state","UOC-MP","none",2,"In his concession remarks after the runoff loss, Poroshenko pledges his (now opposition) team will 'defend the Orthodox Church of Ukraine from a revanche of the Moscow Patriarchate' -- framing his post-presidency political role partly around preventing an anticipated UOC-MP/ROC comeback under the incoming administration. Vague on specifics; part of a broader list of promised opposition commitments.","coded_batch_38.json","2019-04-22","Петро Порошенко заявив, що його команда захищатиме ПЦУ від реваншу Московського Патріархату","risu.ua","poroshenko_speech","https://risu.ua/petro-poroshenko-zayaviv-shcho-yogo-komanda-zahishchatime-pcu-vid-revanshu-moskovskogo-patriarhatu_n97646","J1_autocephaly_2018-19","2019"
"6b0703e97015","Мова про експерименти влади у сфері релігії, спроби знищити канонічну Українську Православну Церкву... вже можемо говорити про церковне рейдерство, яке набуло масового характеру... Розпорядженням голови Рівненської ОДА Муляренка та голови Волинської ОДА Савченка... незаконно переоформили 80 парафій Української Православної Церкви... Наслідком цього стало чисельні напади на храми, священиків, вірян УПЦ.",TRUE,"material","other","other","seizure",3,"Plenary session transcript (Засідання 33, 24 Apr 2019). Opposition Bloc/UOC-MP-linked MP Vadym Novynskyi delivers a detailed reverse-direction securitising speech, explicitly framing five years of state church policy as 'attempts to destroy the canonical Ukrainian Orthodox Church' and describing organised 'church raiding' -- naming specific regional administration heads (Rivne, Volyn oblasts) accused of illegally re-registering 80 UOC-MP parishes via fraudulent community meetings and forged protocols, resulting in 'numerous attacks on temples, priests, and worshippers of UOC-MP'. This is among the most detailed and specific reverse-direction securitising claims in the corpus, naming officials and regions rather than making general accusations.","coded_batch_38.json","2019-04-24","Засідання 33","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/7089.html","J1_autocephaly_2018-19","2019"
"6b0703e97015","До чого ми дійшли? Ми, хто 100 років йшли до створення своєї церкви, вже понад 500 громад перейшли до Української церкви... Ви нам не погрожуйте, друзі... Реванш не пройде. Епоха тьми не повернеться.",TRUE,"both","state","UOC-MP","none",2,"The presiding chair responds furiously to Novynskyi's church-raiding allegations, characterising them as a 'threat' against the creation of the Ukrainian church, and declares defiantly 'revanche will not pass, the era of darkness will not return' -- a securitising counter-response casting the UOC-MP grievance itself as an attempted reversal of national progress, using explicit light/darkness existential framing.","coded_batch_38.json","2019-04-24","Засідання 33","rada.gov.ua","rada_stenogram","https://www.rada.gov.ua/meeting/stenogr/show/7089.html","J1_autocephaly_2018-19","2019"
