claim_id,doc_id,doc_title,doc_date,doc_url,category,matched_term,surface_form,sentence,context_before,context_after,category_correct,is_securitising,securitisation_type,referent_object,threat_actor,extraordinary_measure,confidence,coder_notes
2564,412c228275a0,"Сьогодні день, коли світ починає наближати справедливий мир – виступ Президента України на першому пленарному засіданні Глобального саміту миру",2024-06-15,https://www.president.gov.ua/news/sogodni-den-koli-svit-pochinaye-nablizhati-spravedlivij-mir-91561,material_security,територіальний цілісність,територіальну цілісність,Ніхто не має права йти агресивною війною проти сусіда та підривати один із базових принципів Статуту ООН – територіальну цілісність держав .,Наші принципи чіткі .,Ніхто не має права погрожувати світу ядерною зброєю .,yes,no,none,none,none,none,high,
2565,412c228275a0,"Сьогодні день, коли світ починає наближати справедливий мир – виступ Президента України на першому пленарному засіданні Глобального саміту миру",2024-06-15,https://www.president.gov.ua/news/sogodni-den-koli-svit-pochinaye-nablizhati-spravedlivij-mir-91561,material_security,територіальний цілісність,територіальної цілісності,"Світова більшість точно підтримує принцип територіальної цілісності держав , суверенітету націй та рівноправності у відносинах між народами .","Ні в кого не викликає сумнівів те , що світова більшість прагне гарантувати всі аспекти безпеки , зокрема ядерну та продовольчу .","Світова більшість прагне жити без кривавих криз , депортацій та екоцидів .",yes,no,none,none,none,none,high,
2740,450b39452fe6,"Потрібно, щоб кошти від активів агресора працювали на реальну допомогу захисту від агресора – звернення Президента",2024-08-21,https://www.president.gov.ua/news/potribno-shob-koshti-vid-aktiviv-agresora-pracyuvali-na-real-92733,material_security,ворог,ворога,Ми розуміємо кроки ворога й посилюємось .,"Фронт – наші позиції , передусім це Покровський напрямок , наша Донеччина .",Проведено перевірку щодо забезпечення снарядами .,yes,no,none,none,none,none,high,
2741,450b39452fe6,"Потрібно, щоб кошти від активів агресора працювали на реальну допомогу захисту від агресора – звернення Президента",2024-08-21,https://www.president.gov.ua/news/potribno-shob-koshti-vid-aktiviv-agresora-pracyuvali-na-real-92733,material_security,оборона,оборони,Це фундаментально для оборони .,"Щодо кожного пакета , щодо всіх наших домовленостей .","Наша операція в Курській області – триває наша бойова робота , робляться кроки .",yes,no,none,none,none,none,high,
2742,450b39452fe6,"Потрібно, щоб кошти від активів агресора працювали на реальну допомогу захисту від агресора – звернення Президента",2024-08-21,https://www.president.gov.ua/news/potribno-shob-koshti-vid-aktiviv-agresora-pracyuvali-na-real-92733,material_security,оборона,оборони,"Плануємо рішення , які треба ухвалити для підтримки наших Сил оборони .",Кілька питань .,А також для підтримки економічної активності в країні .,yes,no,none,none,none,none,high,
2743,450b39452fe6,"Потрібно, щоб кошти від активів агресора працювали на реальну допомогу захисту від агресора – звернення Президента",2024-08-21,https://www.president.gov.ua/news/potribno-shob-koshti-vid-aktiviv-agresora-pracyuvali-na-real-92733,church_actors,патріарх,Патріархом,Говорив із Патріархом Варфоломієм .,І ще одне за сьогодні .,"Я подякував йому за підтримку України та українців , нашого захисту , нашої незалежності .",yes,no,none,none,none,none,high,
2744,450b39452fe6,"Потрібно, щоб кошти від активів агресора працювали на реальну допомогу захисту від агресора – звернення Президента",2024-08-21,https://www.president.gov.ua/news/potribno-shob-koshti-vid-aktiviv-agresora-pracyuvali-na-real-92733,decolonisation,незалежність,незалежності,"Я подякував йому за підтримку України та українців , нашого захисту , нашої незалежності .",Говорив із Патріархом Варфоломієм .,Поінформував щодо ухваленого закону на посилення нашої духовної незалежності .,yes,no,none,none,none,none,high,
2745,450b39452fe6,"Потрібно, щоб кошти від активів агресора працювали на реальну допомогу захисту від агресора – звернення Президента",2024-08-21,https://www.president.gov.ua/news/potribno-shob-koshti-vid-aktiviv-agresora-pracyuvali-na-real-92733,ontological_security,духовний,духовної,Поінформував щодо ухваленого закону на посилення нашої духовної незалежності .,"Я подякував йому за підтримку України та українців , нашого захисту , нашої незалежності .","Дуже важливо , що ми маємо спільне розуміння того об’єднавчого потенціалу для українського православ’я , який дає цей ухвалений закон , і все для цього передбачено цілком достатньо , щоб справді позбутися залежності від Москви й додати єдності Україні .",yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,Informed Patriarch Bartholomew about adopted law strengthening spiritual independence.
2746,450b39452fe6,"Потрібно, щоб кошти від активів агресора працювали на реальну допомогу захисту від агресора – звернення Президента",2024-08-21,https://www.president.gov.ua/news/potribno-shob-koshti-vid-aktiviv-agresora-pracyuvali-na-real-92733,decolonisation,незалежність,незалежності,Поінформував щодо ухваленого закону на посилення нашої духовної незалежності .,"Я подякував йому за підтримку України та українців , нашого захисту , нашої незалежності .","Дуже важливо , що ми маємо спільне розуміння того об’єднавчого потенціалу для українського православ’я , який дає цей ухвалений закон , і все для цього передбачено цілком достатньо , щоб справді позбутися залежності від Москви й додати єдності Україні .",yes,no,none,none,none,none,high,
2747,450b39452fe6,"Потрібно, щоб кошти від активів агресора працювали на реальну допомогу захисту від агресора – звернення Президента",2024-08-21,https://www.president.gov.ua/news/potribno-shob-koshti-vid-aktiviv-agresora-pracyuvali-na-real-92733,ontological_security,духовний незалежність,духовної незалежності,Поінформував щодо ухваленого закону на посилення нашої духовної незалежності .,"Я подякував йому за підтримку України та українців , нашого захисту , нашої незалежності .","Дуже важливо , що ми маємо спільне розуміння того об’єднавчого потенціалу для українського православ’я , який дає цей ухвалений закон , і все для цього передбачено цілком достатньо , щоб справді позбутися залежності від Москви й додати єдності Україні .",yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,Informed Patriarch Bartholomew about adopted law strengthening spiritual independence.
2807,4622f81c7ed4,Нам в Україні потрібно говорити в один голос зі світом щодо постачання для оборони та посилювати тиск на Росію – звернення Президента Володимира Зеленського,2023-02-02,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753,decolonisation,окупант,окупанта,Ми не залишимо без нашої відповіді жодну агресивну дію окупанта .,Для особливо вагомої розмови .,"Ворог у специфічній стадії , коли стратегічно програш Росії вже зрозумілий .",yes,no,none,none,none,none,high,
2808,4622f81c7ed4,Нам в Україні потрібно говорити в один голос зі світом щодо постачання для оборони та посилювати тиск на Росію – звернення Президента Володимира Зеленського,2023-02-02,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753,material_security,ворог,Ворог,"Ворог у специфічній стадії , коли стратегічно програш Росії вже зрозумілий .",Ми не залишимо без нашої відповіді жодну агресивну дію окупанта .,Але тактично у них іще є ресурс для спроб наступальних дій .,yes,no,none,none,none,none,high,
2809,4622f81c7ed4,Нам в Україні потрібно говорити в один голос зі світом щодо постачання для оборони та посилювати тиск на Росію – звернення Президента Володимира Зеленського,2023-02-02,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753,material_security,оборона,оборони,"Ми ж маємо продовжувати те саме , що робимо : посилювати нашу стійкість , бути абсолютно єдиними в прагненні забезпечити нашу армію та всіх захисників необхідною зброєю та обладнанням – нам в Україні потрібно говорити одним голосом зі світом щодо постачання для оборони .","Вони шукають варіанти , щоб спробувати змінити перебіг війни та намагаються поставити на службу агресії потенціал усіх територій , які вони поки що контролюють .",А також маємо щомісячно відчутно посилювати глобальний тиск на Росію .,yes,no,none,none,none,none,high,
2810,4622f81c7ed4,Нам в Україні потрібно говорити в один голос зі світом щодо постачання для оборони та посилювати тиск на Росію – звернення Президента Володимира Зеленського,2023-02-02,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753,material_security,ворог,Ворог,"Ворог має вийти із цієї своєї стадії значно більш послабленим , ніж вони передбачають для себе в найгірших сценаріях .",А також маємо щомісячно відчутно посилювати глобальний тиск на Росію .,Це важке завдання для нас .,yes,no,none,none,none,none,high,
2811,4622f81c7ed4,Нам в Україні потрібно говорити в один голос зі світом щодо постачання для оборони та посилювати тиск на Росію – звернення Президента Володимира Зеленського,2023-02-02,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753,material_security,ворог,ворогом,Продовжуємо й нашу боротьбу з внутрішнім ворогом .,Але ми повинні його виконати .,"Дякую Службі безпеки України , ДБР , Офісу Генерального прокурора й усім тим , хто ще залучений до очищення нашої держави .",yes,no,none,none,none,none,high,
2812,4622f81c7ed4,Нам в Україні потрібно говорити в один голос зі світом щодо постачання для оборони та посилювати тиск на Росію – звернення Президента Володимира Зеленського,2023-02-02,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753,material_security,безпека,безпеки,"Дякую Службі безпеки України , ДБР , Офісу Генерального прокурора й усім тим , хто ще залучений до очищення нашої держави .",Продовжуємо й нашу боротьбу з внутрішнім ворогом .,Нові кроки будуть .,yes,no,none,none,none,none,high,
2813,4622f81c7ed4,Нам в Україні потрібно говорити в один голос зі світом щодо постачання для оборони та посилювати тиск на Росію – звернення Президента Володимира Зеленського,2023-02-02,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753,material_security,загроза,загрози,"І про те , що ми маємо нашою подальшою інтеграцією давати енергію й мотивацію нашому народу боротися попри будь-які перешкоди й загрози .","Про те , що Україні потрібна незмінна та повна підтримка в захисті від Росії .","Я вірю , що Україна заслуговує вже цьогоріч підійти до відкриття переговорів про членство в ЄС .",yes,no,none,none,none,none,high,
2814,4622f81c7ed4,Нам в Україні потрібно говорити в один голос зі світом щодо постачання для оборони та посилювати тиск на Росію – звернення Президента Володимира Зеленського,2023-02-02,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753,church_actors,релігійний,релігійних,"Був Президент Байден , були сенатори й члени Палати представників , лідери релігійних громад та різних політичних спільнот .","Це щорічна подія , яка об’єднує найбільш потужних представників американської держави й суспільства .","Закликав їх робити все , що можемо , і так , як мусимо , у протистоянні російському злу , щоб силою своїх дій доповнити силу наших молитов .",yes,no,none,none,none,none,high,
2815,4622f81c7ed4,Нам в Україні потрібно говорити в один голос зі світом щодо постачання для оборони та посилювати тиск на Росію – звернення Президента Володимира Зеленського,2023-02-02,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753,urgency,внутрішній ворог,внутрішнім ворогом,Продовжуємо й нашу боротьбу з внутрішнім ворогом .,Але ми повинні його виконати .,"Дякую Службі безпеки України , ДБР , Офісу Генерального прокурора й усім тим , хто ще залучений до очищення нашої держави .",yes,no,none,none,none,none,high,
2907,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,decolonisation,воля,волі,"Народу , який завжди найбільше хотів одного – волі .","Переможе так , що це увінчає успіхом боротьбу багатьох поколінь нашого народу .",Для себе й для своїх дітей .,yes,no,none,none,none,none,high,
2908,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,material_security,загроза,загрози,"Були різні періоди , різні загрози .","Тут стоїть капличка , споруджена за ескізом Шевченка .",Але Україна вистояла .,yes,no,none,none,none,none,high,
2909,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,material_security,ворог,ворог,"Цей нинішній ворог у своєму злі об’єднує , здається , усіх ворогів нашої державності , які були .",І проти рашистів .,"І перемогою над цим ворогом ми відповімо всім ворогам , які посягали на Україну , на тих , хто жив , хто живе і хто житиме на нашій землі .",yes,no,none,none,none,none,high,
2910,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,material_security,ворог,ворогів,"Цей нинішній ворог у своєму злі об’єднує , здається , усіх ворогів нашої державності , які були .",І проти рашистів .,"І перемогою над цим ворогом ми відповімо всім ворогам , які посягали на Україну , на тих , хто жив , хто живе і хто житиме на нашій землі .",yes,no,none,none,none,none,high,
2911,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,material_security,ворог,ворогом,"І перемогою над цим ворогом ми відповімо всім ворогам , які посягали на Україну , на тих , хто жив , хто живе і хто житиме на нашій землі .","Цей нинішній ворог у своєму злі об’єднує , здається , усіх ворогів нашої державності , які були .",Це буде перемога всього нашого народу .,yes,no,none,none,none,none,high,
2912,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,material_security,ворог,ворогам,"І перемогою над цим ворогом ми відповімо всім ворогам , які посягали на Україну , на тих , хто жив , хто живе і хто житиме на нашій землі .","Цей нинішній ворог у своєму злі об’єднує , здається , усіх ворогів нашої державності , які були .",Це буде перемога всього нашого народу .,yes,no,none,none,none,none,high,
2913,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,material_security,безпека,безпеки,Служби безпеки України .,Сил спеціальних операцій .,"Це буде перемога прикордонників , Національної гвардії , Національної поліції , тероборони , зв’язківців .",yes,no,none,none,none,none,high,
2914,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,material_security,ворог,Ворог,"Ворог може вдарити по наших містах , але ніколи – по нашій гідності .","Світ бачить , що українці не втрачають людяності за жодних обставин .","Рашисти спалили музей Сковороди , десятки церков , сотні шкіл і дитячих садочків ...",yes,no,none,none,none,none,high,
2915,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,church_actors,церква,церков,"Рашисти спалили музей Сковороди , десятки церков , сотні шкіл і дитячих садочків ...","Ворог може вдарити по наших містах , але ніколи – по нашій гідності .",Але вони нічого не можуть вдіяти проти нашої філософії .,yes,no,none,none,none,none,high,
2916,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,material_security,ворог,ворогом,"Будівельники , які відновлюють зруйноване ворогом .","Енергетики , які перемагають темряву цілодобово .","Наші героїчні медики , наші рятувальники , сапери , вчителі , державні службовці , місцеве самоврядування , фермери , промисловці .",yes,no,none,none,none,none,high,
2917,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,decolonisation,незалежність,незалежність,У війні за незалежність для всіх наших людей в усіх куточках України .,День перемоги у війні за нашу свободу .,"У війні за право на життя і для народу , і для держави , ім’я яким – Україна .",yes,no,none,none,none,none,high,
2918,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,decolonisation,воля,волі,"У війні за нашу пам’ять і традицію , традицію волі .",У війні за наші цінності .,У цій війні все залежить від тебе .,yes,no,none,none,none,none,high,
2919,48650e6cdb63,Звернення Президента Володимира Зеленського з нагоди Дня захисників і захисниць України,2022-10-14,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485,material_security,ворог,ворог,"Я знаю , як на тебе тисне цей ворог .","Я знаю , що тобі дуже важко .","Я знаю , що вони роблять .",yes,no,none,none,none,none,high,
2933,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,material_security,ворог,ворога,"Загалом Донеччина і Запорізький напрямок – це дуже складні умови , жорсткі дії ворога .","Кожен солдат , кожен сержант , кожен офіцер , який забезпечує захист наших позицій .",Але стійкість наших підрозділів має вирішальне значення .,yes,no,none,none,none,none,high,
2934,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,material_security,оборона,обороні,"Також у деяких партнерів є спеціальні технології , які можуть бути застосовані в Україні зараз – в обороні , в наших активних діях .","Але водночас є багато партнерів , які з обʼєктивних причин не можуть допомогти постачанням зброї : не мають своєї , але здатні допомогти нам з фінансуванням .","Є лідерство країн , яке обʼєднує інших у світі заради такої нашої спільної виробничої роботи .",yes,no,none,none,none,none,high,
2935,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,material_security,оборона,оборони,На рівні міністерств оборони це опрацьовується .,Зараз у Франції ми говорили про нову модель взаємодії – про створення спільних українсько - французьких виробництв у нашій державі .,"Вже працює данська модель , коли уряди держав - партнерів залучають інвестиції у виробництво зброї , а нову , французьку модель ми розглядаємо як можливість залучати інвестиції у створення саме нових виробництв .",yes,no,none,none,none,none,high,
2936,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,material_security,оборона,оборони,"Дуже розраховуємо на цей результат для України , і це персональне завдання для міністра оборони , для Мінстратегпрому – забезпечити виконання всіх наших домовленостей .","Вже працює данська модель , коли уряди держав - партнерів залучають інвестиції у виробництво зброї , а нову , французьку модель ми розглядаємо як можливість залучати інвестиції у створення саме нових виробництв .","Я хочу сьогодні відзначити воїнів нашої Нацгвардії України , які бʼються разом з усіма на фронті та особливо проявили себе цими тижнями .",yes,no,none,none,none,none,high,
2937,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,material_security,ворог,ворога,"Їхні імена зараз називати ми не можемо : особливо чутливі завдання у хлопців , спеціальна робота проти ворога .","І ще спецпризначенці 2-го та 4-го загонів Центру спецпризначення Нацгвардії « Омега » , які воюють на Харківщині та на нашій Донеччині .","І результат саме такий , як потрібно Україні .",yes,no,none,none,none,none,high,
2938,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,ontological_security,духовний,Духовні,"Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .",І ще хочу сьогодні відзначити українських військових капеланів .,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .",yes,no,none,none,none,none,high,
2939,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,church_actors,конфесія,конфесій,"Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .",І ще хочу сьогодні відзначити українських військових капеланів .,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .",yes,no,none,none,none,none,high,
2940,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,ontological_security,духовний,духовну,"Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .",І ще хочу сьогодні відзначити українських військових капеланів .,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .",yes,no,none,none,none,none,high,
2941,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,church_actors,церква,церков,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .","Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .","Я дякую кожному військовому капелану , який служить саме так – з нашими українськими воїнами .",yes,yes,ontological,nation,Russia,none,medium,"Those working for spiritual independence of Ukraine should join military service, be closer to soldiers on the front. Links spiritual independence to military effort."
2942,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,church_actors,релігійний,релігійних,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .","Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .","Я дякую кожному військовому капелану , який служить саме так – з нашими українськими воїнами .",yes,yes,ontological,nation,Russia,none,medium,"Those working for spiritual independence of Ukraine should join military service, be closer to soldiers on the front. Links spiritual independence to military effort."
2943,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,ontological_security,духовний,духовну,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .","Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .","Я дякую кожному військовому капелану , який служить саме так – з нашими українськими воїнами .",yes,yes,ontological,nation,Russia,none,medium,"Those working for spiritual independence of Ukraine should join military service, be closer to soldiers on the front. Links spiritual independence to military effort."
2944,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,decolonisation,незалежність,незалежність,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .","Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .","Я дякую кожному військовому капелану , який служить саме так – з нашими українськими воїнами .",yes,no,none,none,none,none,high,
2945,49293ef4ff5e,За цей тиждень ми додали Україні нових домовленостей щодо зброї – звернення Президента,2024-10-12,https://www.president.gov.ua/news/za-cej-tizhden-mi-dodali-ukrayini-novih-domovlenostej-shodo-93817,ontological_security,духовний незалежність,духовну незалежність,"Дуже важливо , щоб більше представників церков і релігійних спільнот , усі , хто працює на духовну незалежність України , долучались до військової служби Україні , були ближче до хлопців на передовій – передусім у бойових бригадах , саме там , де найбільш потрібно .","Духовні отці з різних конфесій , які служать , щоб наші воїни мали духовну підтримку та правильну пораду , світлу надію .","Я дякую кожному військовому капелану , який служить саме так – з нашими українськими воїнами .",yes,yes,ontological,nation,Russia,none,medium,"Those working for spiritual independence of Ukraine should join military service, be closer to soldiers on the front. Links spiritual independence to military effort."
2971,4aaca8be34af,Обговорили з партнерами роботу щодо ППО – нових систем для України; готуємо посилення – звернення Президента,2024-08-20,https://www.president.gov.ua/news/obgovorili-z-partnerami-robotu-shodo-ppo-novih-sistem-dlya-u-92713,material_security,оборона,Оборона,Оборона на Покровському й Торецькому напрямках .,Фронт .,"Важка ситуація , але хлопці роблять усе , щоб знищувати окупанта .",yes,no,none,none,none,none,high,
2972,4aaca8be34af,Обговорили з партнерами роботу щодо ППО – нових систем для України; готуємо посилення – звернення Президента,2024-08-20,https://www.president.gov.ua/news/obgovorili-z-partnerami-robotu-shodo-ppo-novih-sistem-dlya-u-92713,decolonisation,окупант,окупанта,"Важка ситуація , але хлопці роблять усе , щоб знищувати окупанта .",Оборона на Покровському й Торецькому напрямках .,Також Головком доповів і щодо оновлень на Курському напрямку .,yes,no,none,none,none,none,high,
